chr13,91393607,92872237,-
chr14,66502407,67186803,-
chr16,9748404,10187754,-
chr7,86638914,86869884,-
chr1,226058977,226077001,-
chr17,75771434,75784779,-
chr16,56927048,56949863,-
chr8,79759013,79772857,-
chr14,61692622,61753259,-
chr7,75528300,75743947,-
chr6,26026650,26037060,-
chr6,27133588,27144881,-
chr6,29936260,29950884,-
chr17,55260012,55330065,-
chr6,34231873,34251230,-
chr12,65819460,65920447,-
chr15,45506136,45561730,-
chr12,120973749,121006269,-
chr7,26184927,26205746,-
chr8,42891932,43035539,-
chr7,27176515,27190216,-
chr7,27189364,27205106,-
chr7,27157435,27170530,-
chr12,53968126,53982643,-
chr12,53933765,53951544,-
chr2,176102286,176114588,-
chr2,176087891,176100938,-
chr11,527243,540550,-
chr14,102076049,102144686,-
chr6,44242866,44258883,-
chr1,23552918,23564794,-
chr2,208231265,208259322,-
chr15,90078045,90107504,-
chr3,185638975,185830012,-
chr8,42266302,42336608,-
chr7,50299669,50410101,-
chr4,122446470,122461725,-
chr16,27397162,27457042,-
chr5,55930095,55999993,-
chr5,35851849,35884603,-
chr6,386739,416447,-
chrX,108727482,108741409,-
chr22,35061136,35092387,-
chr2,186585065,186685901,-
chr5,157175826,157260191,-
chr1,64828229,64971504,-
chr9,4980245,5133183,-
chr19,17819786,17853032,-
chr7,27825573,28185743,-
chr1,58775788,58789327,-
chr8,41924479,42056987,-
chr10,74821625,75037622,-
chr17,49783555,49840030,-
chr11,128886356,128926035,-
chr12,275129,394454,-
chrX,53187152,53230422,-
chrX,44868511,45117602,-
chr4,55073259,55130595,-
chr18,63322726,63372510,-
chr19,10481120,10508741,-
chr7,138832525,138986318,-
chr10,32004010,32061431,-
chr4,54652918,54745715,-
chr9,107479852,107494646,-
chr10,3770996,3790275,-
chr19,50868249,50885567,-
chr11,118431490,118531832,-
chr7,152129925,152441005,-
chr12,49013975,49060324,-
chr15,40589020,40669342,-
chr15,40377721,40399245,-
chr12,25204431,25255803,-
chr14,55575317,55689579,-
chr10,801914,936705,-
chr17,38864859,38926770,-
chr6,149653153,149723256,-
chr13,20968032,21066547,-
chr1,32246239,32291165,-
chr13,46120920,46216348,-
chr4,108042545,108173422,-
chr8,30090480,30143348,-
chr13,39337892,39608171,-
chr5,38469963,38600404,-
chr1,156109707,156145089,-
chr11,8219304,8268858,-
chr11,33853576,33897289,-
chr3,188207933,188895671,-
chr12,58867149,58925522,-
chr2,140226423,142136701,-
chr19,34167566,34234515,-
chr19,13094033,13107867,-
chr22,20977013,21004038,-
chr7,20129655,20222390,-
chr16,79588838,79605714,-
chr20,40680848,40694240,-
chr11,65492762,65511469,-
chr18,58666386,58759477,-
chr11,95971598,96348180,-
chr15,66381817,66497312,-
chr19,4085321,4129129,-
chr17,12015834,12148830,-
chr5,56810574,56901152,-
chr3,185358120,185494097,-
chr22,21749500,21872629,-
chr14,65070544,65107470,-
chr3,192791815,192923161,-
chr12,68803176,68855686,-
chr1,204511383,204563120,-
chr1,23576495,23645568,-
chr3,169078499,169151305,-
chrX,71113723,71147447,-
chr11,64798524,64816294,-
chr7,116667405,116801342,-
chr10,129462184,129773007,-
chr3,69734435,69973336,-
chr3,158577835,158611459,-
chr3,36988332,37055918,-
chr19,6205379,6284948,-
chr10,21529343,21748630,-
chr1,151052758,151073497,-
chr9,20336665,20627543,-
chr17,38700542,38734803,-
chr22,27743277,27806498,-
chr7,156999853,157015651,-
chr1,43332849,43357772,-
chr22,40406390,40538635,-
chr2,47397969,47488228,-
chr2,47778082,47815101,-
chr17,57251534,57689685,-
chrX,65662670,65746931,-
chrX,155059034,155076226,-
chr1,11101535,11267507,-
chr1,155180826,155197915,-
chr19,8843844,8986342,-
chr3,195741765,195817277,-
chr1,45324242,45345388,-
chr6,135176315,135224167,-
chr8,127731069,127746434,-
chr1,39890426,39907013,-
chr2,15935564,15952007,-
chr3,38133478,38148019,-
chr16,15698172,15862011,-
chr22,36276277,36393067,-
chr15,52302283,52534050,-
chr11,17714568,17727131,-
chr4,40051826,40163252,-
chr12,57083894,57100476,-
chr12,56707433,56730299,-
chr13,34937287,35677735,-
chr8,89928336,89989716,-
chr3,48668844,48690927,-
chr2,24486932,24775702,-
chr8,70104762,70408805,-
chr10,46001412,46035607,-
chr17,16024157,16220549,-
chr12,124319415,124500252,-
chr8,133232176,133302586,-
chr17,31089927,31382677,-
chr22,29598558,29703598,-
chr20,51381957,51547719,-
chr2,177225305,177270131,-
chr9,14082569,14318667,-
chr10,102389597,102407524,-
chr6,44253166,44270788,-
chr14,50720840,50836121,-
chr14,36511392,36525228,-
chrX,71278583,71306168,-
chr9,136489433,136550786,-
chr1,119906553,120074626,-
chr5,171382648,171416137,-
chr9,99816855,99871891,-
chr1,114699469,114721894,-
chr8,32543635,32769407,-
chr5,177128925,177305215,-
chr4,1887845,1987207,-
chr8,38264697,38387272,-
chr10,103083018,103198306,-
chr16,2034815,2052866,-
chr1,156855894,156886642,-
chr15,87871757,88261731,-
chr11,71997864,72085687,-
chr9,131120561,131239670,-
chr11,3670010,3802792,-
chr15,34338315,34362728,-
chr10,79698227,79717757,-
chr10,87352668,87372195,-
chr21,33020935,33034196,-
chr9,92409245,92429461,-
chrX,1457572,1542107,-
chr8,100697916,100727712,-
chr11,117139267,117176048,-
chr16,23598170,23646310,-
chr22,31320804,31351232,-
chr2,222194888,222303981,-
chr9,36828275,37039185,-
chr1,18626006,18741138,-
chr2,113210997,113283921,-
chr3,52542841,52690836,-
chr1,164554635,164856831,-
chr2,70082454,70094203,-
chr8,17917840,18032968,-
chr9,5505570,5576254,-
chr1,148884463,149038016,-
chr22,39218359,39249751,-
chr4,54224097,54303247,-
chr5,150108837,150160860,-
chr17,8135472,8157435,-
chrX,134368312,134433789,-
chr4,41739082,41753970,-
chr11,85953814,86073929,-
chr3,179143523,179245093,-
chr3,138647699,138764359,-
chr5,68210720,68306821,-
chr6,37165203,37180426,-
chr8,56155904,56216279,-
chr20,41131960,41180721,-
chr15,73989717,74051771,-
chr2,189779381,189882629,-
chr7,5968239,6014125,-
chr19,50379340,50423010,-
chr12,132618762,132692359,-
chr15,89311305,89339847,-
chr3,121426431,121551006,-
chr7,124817386,124934981,-
chr11,111347252,111384692,-
chr6,31159337,31175693,-
chr3,12346472,12439356,-
chr12,27519206,27700564,-
chr17,60595183,60671280,-
chr19,52185039,52234533,-
chr9,125141574,125194939,-
chr1,156762500,156805817,-
chr6,106081320,106114938,-
chr1,3064211,3443621,-
chr1,13699855,13830079,-
chr8,67947118,68242030,-
chr10,70592349,70607775,-
chr19,14086688,14122744,-
chr17,68507379,68538423,-
chr16,23830983,24225611,-
chr12,49618436,49649665,-
chr1,170658906,170744419,-
chr9,15459066,15516019,-
chr9,95437980,95513661,-
chr10,87858113,87976930,-
chr20,63523001,63542354,-
chr12,112414112,112509764,-
chr4,86589315,86820171,-
chr12,6946271,6966316,-
chr12,70510866,70642440,-
chr1,198634007,198762476,-
chr9,8309246,10038790,-
chr6,127963977,128525476,-
chr20,42067752,43194969,-
chr5,160086339,160124423,-
chr6,163409643,163583596,-
chr17,5277300,5390812,-
chr7,6369539,6407520,-
chr5,69364806,69419801,-
chr8,116840935,116879866,-
chr14,67814779,68616565,-
chr3,12578601,12669226,-
chr9,133092720,133126176,-
chr2,108714481,108790811,-
chr4,98256518,98447334,-
chr17,40304194,40361796,-
chr13,48298726,48486890,-
chrX,47140447,47191812,-
chr1,110333506,110351677,-
chr8,144506291,144522826,-
chr2,60876521,60936610,-
chr10,43072027,43135351,-
chr16,74616394,74671881,-
chr2,106399990,106473376,-
chr1,240770515,241362230,-
chr3,49354145,49417202,-
chr4,40191907,40251967,-
chr16,11340431,11356762,-
chr17,80255868,80403786,-
chr17,58348676,58422533,-
chr3,75901695,77652510,-
chr6,117283300,117430855,-
chrX,154393230,154407339,-
chr1,6180020,6204612,-
chr1,92826983,92846924,-
chr3,128614970,128655849,-
chr8,107894317,108088648,-
chr6,127113604,127202296,-
chr21,34782801,35054344,-
chr8,91949967,92100654,-
chr1,153452744,153465701,-
chr20,51777331,51807520,-
chr7,66982677,67000601,-
chr20,45320288,45353424,-
chr5,213241,261700,-
chr11,61425073,61452529,-
chr1,17013722,17059170,-
chr1,161309257,161380340,-
chr11,112081773,112100794,-
chr22,19709464,19728319,-
chrX,119612639,119698370,-
chr17,77276410,77505592,-
chr9,128678655,128701400,-
chr18,44675898,45073510,-
chr12,121799180,121835239,-
chr3,47011689,47168967,-
chr1,150921339,150969735,-
chr2,197384784,197440091,-
chr1,35177932,35198148,-
chr7,37900932,37921915,-
chr6,134164246,134323058,-
chr12,111400948,111456623,-
chr19,4355370,4405547,-
chr10,116878377,117010577,-
chr20,1889508,1945592,-
chr14,60638415,60654462,-
chr2,45000161,45014430,-
chr1,2223695,2315119,-
chr4,25650844,25683748,-
chr1,205652851,205685459,-
chr18,47803957,47935559,-
chr15,67060845,67200195,-
chr18,51025213,51090039,-
chr19,10955825,11067282,-
chr22,23781963,23839505,-
chr12,50079972,50105712,-
chr17,40619962,40653864,-
chrX,53369149,53427728,-
chr7,129183872,129218545,-
chr7,127647180,128097607,-
chr16,11971738,12579289,-
chr16,11249417,11261200,-
chr3,181706924,181719436,-
chr13,94704622,94717399,-
chr17,20082022,20319755,-
chr1,15842864,15945460,-
chr17,49593884,49683110,-
chr20,37341154,37411050,-
chr3,8975591,9254379,-
chr17,76729115,76742333,-
chr6,36589368,36610600,-
chr18,26011253,26095625,-
chr20,62138795,62187484,-
chrX,48250317,48272444,-
chrX,52691896,52712161,-
chrX,48378527,48398347,-
chr3,136331233,136757368,-
chrX,123955519,124106498,-
chr17,42308324,42393568,-
chr17,42194168,42281406,-
chr12,57090408,57116433,-
chr1,47245142,47319140,-
chr19,1201464,1233435,-
chr2,36838640,36971472,-
chr10,102498987,102638535,-
chr17,31932018,32006045,-
chr9,90796787,90903549,-
chr17,35804455,35852242,-
chr1,47211292,47234771,-
chr9,105657457,105668112,-
chr3,177014355,177201478,-
chr12,114665255,114688590,-
chr8,53961556,54027529,-
chr15,56913623,57293514,-
chr19,1604290,1657329,-
chr10,112945407,113172493,-
chr14,95704968,95719196,-
chr4,48130783,48274864,-
chr1,117600934,117633372,-
chr5,1248167,1300047,-
chr10,68555656,68699482,-
chr4,105141293,105284816,-
chrX,49023731,49048486,-
chr6,41678978,41741259,-
chr3,100704425,100753966,-
chr19,54102013,54120675,-
chr3,196044284,196087189,-
chr3,30601601,30699142,-
chr1,36219416,36310357,-
chr10,101125505,101142789,-
chr5,171304284,171317134,-
chr2,96243516,96270994,-
chr21,41459553,41513065,-
chr9,115015534,115123257,-
chr6,137862188,137888311,-
chr1,2551366,2568829,-
chr16,11960107,11973068,-
chr20,41023818,41129487,-
chr17,7663402,7692538,-
chr3,189626427,189902279,-
chr1,154162465,154197211,-
chr19,16062538,16107943,-
chr1,186306652,186380325,-
chr16,2150765,2183129,-
chr7,138455334,138594993,-
chr6,28898002,28928989,-
chr1,114387777,114516160,-
chr14,91960991,92045059,-
chr7,98873490,99018243,-
chr9,132886348,132949633,-
chr16,2042465,2093720,-
chr14,80950043,81151302,-
chr21,43087956,43112587,-
chr8,102248012,102417841,-
chr12,95511560,95556490,-
chr17,5111438,5179991,-
chr15,50419382,50519419,-
chr19,6767726,6862107,-
chr3,10136008,10157220,-
chr10,112442258,112823744,-
chrX,48678779,48696427,-
chr2,24024340,24052353,-
chr12,65045626,65126566,-
chr9,93179930,93323271,-
chr8,31028801,31178769,-
chr11,32382775,32440630,-
chr3,149512235,149708273,-
chr9,97669909,97702357,-
chr3,14140147,14183783,-
chr2,61472849,61543283,-
chr17,1339272,1405378,-
chr11,114054593,114255676,-
chr12,122467899,122506073,-
chr10,31314172,31534813,-
chr16,72777885,73896871,-
chr13,19953670,20096829,-
chrX,71234624,71259140,-
chr19,53516024,53585269,-
chr12,6661648,6694510,-
chr19,21500564,21543078,-
chr7,57114614,57144864,-
chr18,25056926,25357152,-
chr22,28878592,29062487,-
chrX,15785472,15828260,-
chr10,50794421,50890675,+
chr10,26741593,26865935,+
chr9,130708946,130890683,+
chr1,179094327,179234601,+
chr2,236564641,236587358,+
chr2,222855934,222949639,+
chr5,131944973,132016662,+
chr2,157731444,157880111,+
chr2,147839517,147935824,+
chr6,167822635,167975232,+
chr4,86930002,87146054,+
chr2,99546121,100111128,+
chr5,132870379,132968634,+
chr7,91935867,92115673,+
chr14,104764349,104799124,+
chr19,40225317,40290395,+
chr1,243494720,243848282,+
chr12,111761922,111822529,+
chr2,29187774,29926566,+
chrX,64180117,64210744,+
chr8,41648225,41901762,+
chr5,112732888,112851239,+
chr22,38977409,38997784,+
chrX,67539036,67735619,+
chrX,47556100,47576920,+
chr5,142765377,143234011,+
chr14,32072289,32164728,+
chr8,1819015,1963641,+
chr1,17534835,17702869,+
chr11,120332078,120494936,+
chr1,26691033,26787110,+
chr6,156772374,157215779,+
chr12,45724665,45913040,+
chr1,150804705,150881768,+
chr17,81972550,82022404,+
chr20,32353330,32444319,+
chr2,25736925,25785309,+
chr12,50759292,50826122,+
chr2,215306817,215354763,+
chr11,108217832,108374099,+
chr1,116368867,116409772,+
chrX,153531122,153587929,+
chr3,142444237,142583826,+
chrX,77499878,77791269,+
chr16,282440,357659,+
chr17,65523563,65566647,+
chr15,44706477,44723877,+
chr3,52396013,52415350,+
chr2,214720646,214814704,+
chr19,48949929,48966798,+
chr14,34747737,34880647,+
chr1,85261248,85282090,+
chr2,60452192,60560154,+
chr14,99164287,99276228,+
chr18,63118346,63325128,+
chr19,49660142,49678915,+
chr19,44743547,44765044,+
chr3,187716377,187750727,+
chr12,122014422,122067044,+
chr1,147536412,147631216,+
chr11,118888875,118915904,+
chr6,136251863,136294851,+
chrX,40046248,40102403,+
chrX,130000188,130063083,+
chr22,23175210,23323037,+
chr11,102312495,102342734,+
chr2,32352028,32623899,+
chr15,90712327,90821165,+
chr6,55748645,55880564,+
chr10,86751650,86937838,+
chr7,140725665,140929928,+
chr17,43039295,43130483,+
chr13,32310474,32405266,+
chr9,134025305,134073017,+
chr19,15230519,15285451,+
chr17,61676266,61868521,+
chr12,92135278,92150897,+
chrX,101344447,101395796,+
chr15,40156026,40226136,+
chr15,55403548,55423712,+
chr3,53490049,53818733,+
chr19,12933607,12949489,+
chr1,6780324,7774706,+
chr17,78986717,79014817,+
chr7,2901141,3048945,+
chr11,2995922,3062437,+
chr4,184622696,184654475,+
chr2,201253036,201292711,+
chr1,15487270,15529295,+
chr16,88869858,88982204,+
chr16,67024245,67106022,+
chr11,119201276,119313149,+
chr3,105650461,105874043,+
chr19,44772869,44805634,+
chr10,59783763,59911656,+
chr14,20306368,20338312,+
chr6,99537380,99573973,+
chr11,69636087,69659474,+
chr12,4268772,4310350,+
chr6,41929933,41946848,+
chr19,29806898,29829308,+
chr3,32946574,32961349,+
chr17,40548769,40570472,+
chr19,7734994,7752534,+
chr9,5445525,5475547,+
chr2,203701548,203743912,+
chr5,150397152,150417751,+
chr19,41872120,41886372,+
chr17,63923740,63937336,+
chr1,193117017,193258901,+
chr16,68732225,68840548,+
chr5,24482100,24649978,+
chr16,64938753,65127198,+
chr8,94122171,94213587,+
chr17,39457039,39540146,+
chr12,57742727,57757521,+
chr7,92599921,92838917,+
chr6,36673710,36692337,+
chr12,12712124,12727371,+
chr9,21963056,21979866,+
chr1,50955745,50979633,+
chr13,27957137,27976139,+
chr19,33294934,33307564,+
chr19,32870925,32976963,+
chr8,56206756,56223615,+
chr15,92895320,93033005,+
chr12,6565088,6612476,+
chr22,28682763,28746838,+
chr4,54004789,54069690,+
chr12,104451973,104767014,+
chr19,42279665,42300797,+
chr16,10872198,10929983,+
chr12,122266434,122427569,+
chr11,57652158,57666868,+
chr17,59614689,59701956,+
chr22,19174473,19296714,+
chr8,86861445,87387859,+
chr3,129165102,129188910,+
chr19,54136396,54160680,+
chr7,146111359,148425998,+
chr9,121070012,121182608,+
chr17,50178289,50206632,+
chr12,47967965,48009486,+
chr2,188969320,189017746,+
chr8,99872866,99899062,+
chr10,92043642,92248279,+
chr2,207524892,207608431,+
chr11,46272661,46326422,+
chr7,137869979,138007057,+
chr16,3720054,3885726,+
chrX,1185490,1217750,+
chr20,20029368,20061046,+
chr19,18678678,18787333,+
chr15,90525068,90647813,+
chr5,150048291,150118372,+
chr1,36461043,36488278,+
chr8,112217928,113442099,+
chr16,67557467,67644176,+
chr2,79646552,80653689,+
chr3,41215551,41244888,+
chr11,57756797,57824178,+
chr5,10966840,11909043,+
chr2,224465150,224590348,+
chr7,101811011,102263233,+
chr2,136109349,136121243,+
chr16,50737760,50806935,+
chr10,95031773,95074497,+
chr13,48701555,48716226,+
chr6,33313558,33328014,+
chrX,126158499,126171097,+
chr18,52335172,53540899,+
chr2,74356154,74385355,+
chr11,47209942,47244240,+
chr12,57511589,57525517,+
chr1,162627465,162792400,+
chr11,108660025,108945930,+
chrX,41328284,41356668,+
chr17,64494616,64511521,+
chr11,118742766,118795948,+
chr6,18218868,18269823,+
chr22,20075232,20116871,+
chr14,95081228,95163010,+
chr19,14509770,14523420,+
chr19,10713131,10836903,+
chr2,25222855,25347590,+
chr5,31395497,31537061,+
chr4,190079412,190090686,+
chr5,158690920,159104761,+
chr6,138791111,138909070,+
chr11,86240223,86283813,+
chr7,55014101,55216628,+
chrX,20119518,20146844,+
chr8,108196743,108253765,+
chr3,186778547,186794900,+
chr1,202002945,202021009,+
chrX,130059928,130115495,+
chr1,205602943,205636962,+
chr19,18437663,18527127,+
chr7,74022789,74074907,+
chr2,42164350,42337548,+
chr22,41086786,41185079,+
chr2,46292402,46391703,+
chr3,89102524,89487134,+
chr6,93235020,93424526,+
chr1,51349263,51524328,+
chr17,39695080,39733662,+
chr12,56074861,56108505,+
chr2,211370717,212543841,+
chr12,1022747,1500924,+
chr19,45344837,45375587,+
chr2,127252290,127299176,+
chr16,13915157,13957345,+
chr13,102839844,102881001,+
chr21,38375027,38666694,+
chr6,151685496,152108274,+
chr12,22620075,22695665,+
chr7,13886228,13994946,+
chr17,43522844,43551432,+
chr3,186041308,186114112,+
chr12,11644854,11900402,+
chr22,29263316,29305343,+
chr8,117789490,118116853,+
chr11,44091197,44250429,+
chr7,148802385,148889278,+
chr6,158760748,158824412,+
chr7,143348400,143367752,+
chr8,138125023,138501822,+
chrX,37003397,37016666,+
chr16,89732549,89821646,+
chr9,95094054,95322702,+
chr3,10021414,10104660,+
chr6,35447361,35472103,+
chr11,22617519,22631787,+
chr9,35068838,35085016,+
chr10,88985657,89020785,+
chr4,186582783,186728855,+
chr11,92347541,92901470,+
chr4,125311399,125497932,+
chr3,13544131,13643422,+
chr2,47801920,47910793,+
chr4,152315544,152541063,+
chr1,161658161,161683654,+
chr1,157568749,157603080,+
chr11,61787637,61802244,+
chr15,90879412,90900776,+
chr2,218976087,218990657,+
chr8,38406138,38472845,+
chr6,166994182,167057713,+
chr10,121474857,121603403,+
chr4,1788312,1813872,+
chr5,177081886,177103144,+
chr1,241492603,241524761,+
chr3,59746407,61256459,+
chr4,53372645,53464668,+
chr7,32952404,33011930,+
chr17,17207212,17242139,+
chr11,128688770,128818267,+
chrX,154343526,154379638,+
chr13,27998274,28105592,+
chr5,180596506,180654624,+
chr9,129882187,130048162,+
chr14,37584984,37600034,+
chr3,138939224,138952140,+
chr13,40550667,40671597,+
chr6,108555866,108689768,+
chrX,71091197,71108535,+
chr3,70949715,71588989,+
chr11,118966707,118986291,+
chr19,671365,688399,+
chr1,77943405,77984086,+
chr16,31175110,31199871,+
chr17,9908850,10203551,+
chrX,48781554,48799308,+
chr3,128474427,128498185,+
chr10,8049653,8080203,+
chr12,57455138,57477262,+
chr3,155865536,155949026,+
chr19,3089410,3129004,+
chr9,77711087,78036458,+
chr20,58847714,58916192,+
chr14,92789231,92844963,+
chr6,117555269,117607364,+
chrX,133530754,133990646,+
chr13,91393607,92872237,+
